id_pedido,data_pedido,id_cliente,canal,cidade,estado,categoria,produto,quantidade,preco_unitario,frete,status,data_entrega
PED-00885,2023-07-19,CLI-0494,app,Curitiba,PR,Moda,Tênis Casual Masculino,1,323.71,"R$ 0,00",Entregue,2023-07-28
PED-04640,2023-08-12,CLI-0798,app,Salvador,BA,Eletrônicos,Carregador Turbo 30W,2,85.98,"R$ 27,79",devolvido,2023-08-28
PED-03459,2023-01-24,CLI-0740,app,Goiânia,GO,Eletrônicos,Fone Bluetooth TWS,1,161.57,"R$ 34,06",em transporte,
PED-02319,2024-03-02,CLI-1112,site,São Paulo,SP,Moda,"Mochila Notebook 15""",2,185.82,"R$ 0,00",entregue,2024-03-05
PED-03669,2023-12-06,CLI-1330,site,São Paulo,SP,Esporte,Halter Emborrachado 5kg,3,100.39,"R$ 0,00",entregue,2023-12-10
PED-02020,2023-12-02,CLI-0680,app,recife,PE,Beleza,Kit Skincare Facial,1,247.72,"R$ 29,41",cancelado,
PED-00414,20/11/2024,CLI-1277,app,fortaleza,CE,moda,Jaqueta Jeans,1,156.67,"R$ 34,14",entregue,29/11/2024
PED-04677,01/05/2023,CLI-1347,marketplace,Porto Alegre,RS,Eletrônicos,Carregador Turbo 30W,3,110.29,"R$ 0,00",entregue,17/05/2023
PED-04524,03/11/2024,CLI-1252,marketplace,Salvador,BA,Casa & Decoração,Jogo de Toalhas 4 peças,3,229.09,"R$ 0,00",entregue,21/11/2024
PED-01070,2023-12-17,CLI-0927,marketplace,Curitiba,PR,Casa & Decoração,Jogo de Toalhas 4 peças,1,153.01,"R$ 22,04",entregue,2023-12-25
PED-04270,2024-09-05,CLI-1069,app,Salvador,BA,Esporte,Garrafa Térmica 1L,2,127.5,"R$ 27,63",entregue,2024-09-23
PED-03127,2024-04-05,CLI-0077,app,Fortaleza,CE,Casa & Decoração,Jogo de Toalhas 4 peças,2,236.42,"R$ 0,00",entregue,2024-04-18
PED-03301,2024-12-07,CLI-1175,app,Goiania,GO,ELETRÔNICOS,Carregador Turbo 30W,2,72.48,"R$ 21,20",devolvido,2024-12-18
PED-01505,12/10/2024,CLI-1252,app,Fortaleza,CE,Casa & Decoração,"Tapete Sala 1,5m",1,369.64,"R$ 0,00",Devolvido,30/10/2024
PED-02005,2023-05-05,CLI-0243,site,São Paulo,SP,Esporte,Corda de Pular Speed,1,44.27,"R$ 16,73",entregue,2023-05-12
PED-03480,2024-04-22,CLI-0052,app,RECIFE,PE,Moda,Camiseta Básica Algodão,3,67.76,"R$ 29,16",entregue,2024-04-30
PED-00174,04/12/2024,CLI-0364,site,Ribeirão Preto,SP,Beleza,Secador de Cabelo 2000W,2,284.83,"R$ 0,00",entregue,12/12/2024
PED-01932,2024-05-23,CLI-0572,site,Belo Horizonte,MG,Eletrônicos,Smartwatch Fit,2,860.86,"R$ 0,00",entregue,2024-06-04
PED-04582,28/09/2024,CLI-1320,site,CURITIBA,,Eletrônicos,Caixa de Som Portátil,1,239.98,"R$ 25,51",entregue,16/10/2024
PED-00853,06/11/2024,CLI-0615,site,Campinas,SP,Beleza,Perfume Importado 100ml,3,365.97,"R$ 0,00",entregue,19/11/2024
PED-00185,15/09/2024,CLI-1247,site,Brasília,DF,CASA & DECORAÇÃO,Luminária de Mesa LED,2,204.1,"R$ 0,00",devolvido,28/09/2024
PED-03297,2024-09-05,CLI-1121,marketplace,Belo Horizonte,MG,Eletrônicos,Webcam Full HD,3,306.09,"R$ 0,00",entregue,2024-09-12
PED-01174,02/09/2024,CLI-1036,site,Curitiba,PR,Casa & Decoração,Vaso Decorativo Cerâmica,2,140.98,"R$ 23,54",em transporte,
PED-00499,2023-11-26,CLI-1004,app,Belo Horizonte,MG,Casa & Decoração,"Tapete Sala 1,5m",1,-387.18,"R$ 0,00",Entregue,2023-12-07
PED-04813,11/03/2024,CLI-0754,app,Belo Horizonte,MG,Casa & Decoração,Jogo de Toalhas 4 peças,3,104.23,"R$ 0,00",entregue,18/03/2024
PED-03938,2024-06-19,CLI-0416,site,Ribeirão Preto,SP,Moda,Jaqueta Jeans,2,140.38,"R$ 16,38",entregue,2024-06-28
PED-01405,2023-07-12,CLI-0785,app,Curitiba,PR,Esporte,Corda de Pular Speed,3,43.1,"R$ 17,74",entregue,2023-07-26
PED-02439,2024-01-11,CLI-0073,marketplace,Belo Horizonte,MG,Casa & Decoração,Jogo de Toalhas 4 peças,1,110.83,"R$ 20,46",entregue,2024-01-20
PED-00740,2023-12-27,CLI-0441,app,curitiba,PR,Casa & Decoração,Luminária de Mesa LED,1,110.93,"R$ 22,90",entregue,2024-01-05
PED-02140,2024-11-01,CLI-0583,app,Rio de Janeiro,RJ,Moda,Boné Aba Curva,1,77.27,"R$ 22,01",em transporte,
PED-02213,2024-11-11,CLI-0363,marketplace,Brasília,DF,Esporte,Corda de Pular Speed,1,78.5,"R$ 25,13",entregue,2024-11-25
PED-01709,12/11/2024,CLI-1233,site,São Paulo,,Moda,Boné Aba Curva,1,108.68,"R$ 12,39",Entregue,21/11/2024
PED-03533,2024-02-11,CLI-0376,site,Campinas,SP,Eletrônicos,Fone Bluetooth TWS,4,164.34,"R$ 0,00",entregue,2024-02-23
PED-03567,07/11/2024,CLI-1317,app,Curitiba,PR,ELETRÔNICOS,Caixa de Som Portátil,1,484.81,"R$ 0,00",em transporte,
PED-04300,2024-07-17,CLI-1171,app,Goiânia,GO,Moda,Camiseta Básica Algodão,1,47.31,"R$ 27,24",entregue,2024-07-25
PED-01353,2023-10-11,CLI-0274,app,Rio de Janeiro,RJ,Casa & Decoração,Luminária de Mesa LED,3,138.42,"R$ 0,00",Devolvido,2023-10-15
PED-00095,2023-10-26,CLI-1298,app,Campinas,SP,Esporte,Halter Emborrachado 5kg,1,144.75,"R$ 13,73",devolvido,2023-11-03
PED-02948,2024-10-03,CLI-0921,marketplace,fortaleza,CE,Beleza,Secador de Cabelo 2000W,3,146.04,"R$ 0,00",cancelado,
PED-02024,08/09/2023,CLI-1120,app,Curitiba,PR,Casa & Decoração,Vaso Decorativo Cerâmica,1,76.72,"R$ 23,15",Entregue,15/09/2023
PED-01980,2023-08-07,CLI-0323,app,Brasília,,Casa & Decoração,Luminária de Mesa LED,3,160.58,"R$ 0,00",em transporte,
PED-04055,2024-10-22,CLI-0261,site,Salvador,BA,Moda,Tênis Casual Masculino,1,257.87,"R$ 29,62",entregue,2024-11-03
PED-01410,31/07/2024,CLI-0335,marketplace,BELO HORIZONTE,MG,Beleza,Base Líquida Matte,1,92.22,"R$ 17,65",entregue,07/08/2024
PED-01772,2024-09-17,CLI-1132,marketplace,Recife,PE,Esporte,Camiseta Dry Fit,1,128.28,"R$ 30,62",entregue,2024-10-04
PED-02136,2024-03-29,CLI-0002,site,BELO HORIZONTE,MG,Casa & Decoração,Vaso Decorativo Cerâmica,2,52.63,"R$ 27,46",em transporte,
PED-02399,2023-05-12,CLI-1127,site,Belo Horizonte,MG,Beleza,Base Líquida Matte,2,90.03,"R$ 13,94",Devolvido,2023-05-17
PED-00702,07/11/2023,CLI-0814,marketplace,Porto Alegre,RS,Eletrônicos,Caixa de Som Portátil,1,376.45,"R$ 0,00",entregue,23/11/2023
PED-03813,2024-04-22,CLI-1173,site,Campinas,SP,Moda,Jaqueta Jeans,3,348.44,"R$ 0,00",em transporte,
PED-00929,2024-05-06,CLI-0122,app,Campinas,SP,Casa & Decoração,"Tapete Sala 1,5m",4,433.38,"R$ 0,00",entregue,2024-05-18
PED-04267,30/12/2023,CLI-0834,site,São Paulo,SP,Casa & Decoração,Luminária de Mesa LED,1,111.28,"R$ 17,03",ENTREGUE,08/01/2024
PED-01055,2023-10-10,CLI-0264,marketplace,Campinas,SP,Casa & Decoração,Quadro Decorativo Abstrato,1,105.6,"R$ 13,45",entregue,2023-10-18
PED-01921,2024-03-01,CLI-0455,site,curitiba,PR,Casa & Decoração,Luminária de Mesa LED,2,103.25,"R$ 22,61",entregue,2024-03-09
PED-01737,16/11/2024,CLI-0545,site,Belo Horizonte,MG,Moda,Tênis Casual Masculino,2,351.45,"R$ 0,00",entregue,22/11/2024
PED-00604,2024-08-09,CLI-0312,site,Recife,PE,Casa & Decoração,Quadro Decorativo Abstrato,1,115.92,"R$ 31,23",entregue,2024-08-21
PED-03256,2024-10-07,CLI-0373,site,Curitiba,PR,Eletrônicos,Smartwatch Fit,1,443.66,"R$ 0,00",ENTREGUE,2024-10-18
PED-00274,2024-05-11,CLI-0518,site,São Paulo,SP,eletronicos,Webcam Full HD,1,234.31,"R$ 14,52",Devolvido,2024-05-22
PED-02677,2024-02-10,CLI-1211,app,BELO HORIZONTE,MG,Moda,Jaqueta Jeans,1,272.22,"R$ 9,73",cancelado,
PED-01976,11/08/2023,CLI-1359,marketplace,Curitiba,PR,Eletrônicos,Caixa de Som Portátil,2,316.83,"R$ 0,00",cancelado,
PED-02685,11/10/2023,CLI-0567,site,Campinas,SP,Esporte,Tapete de Yoga 6mm,3,173.29,"R$ 0,00",entregue,20/10/2023
PED-02088,2023-11-20,CLI-0319,site,Campinas,SP,Beleza,Secador de Cabelo 2000W,3,300.52,"R$ 0,00",entregue,2023-12-04
PED-01825,2024-08-22,CLI-1368,site,Rio de Janeiro,RJ,Moda,"Mochila Notebook 15""",2,193.03,"R$ 0,00",entregue,2024-09-01
PED-01283,2024-01-06,CLI-0902,marketplace,Fortaleza,CE,Moda,"Mochila Notebook 15""",2,142.41,"R$ 35,71",cancelado,
PED-04076,21/12/2023,CLI-0647,site,Ribeirão Preto,SP,Eletrônicos,Smartwatch Fit,4,743.83,"R$ 0,00",entregue,28/12/2023
PED-03432,2024-04-17,CLI-0481,app,São Paulo,SP,Casa & Decoração,Quadro Decorativo Abstrato,3,81.18,"R$ 14,35",entregue,2024-04-26
PED-00117,2024-09-06,CLI-0583,app,Salvador,BA,Casa & Decoração,Luminária de Mesa LED,2,160.11,"R$ 0,00",entregue,2024-09-13
PED-01189,2023-05-24,CLI-0668,marketplace,São Paulo,SP,Casa & Decoração,Vaso Decorativo Cerâmica,1,168.93,"R$ 20,42",cancelado,
PED-01809,22/12/2023,CLI-1070,app,Fortaleza,,Eletrônicos,Fone Bluetooth TWS,4,,"R$ 0,00",entregue,04/01/2024
PED-01296,2023-12-05,CLI-1283,marketplace,Fortaleza,CE,ELETRÔNICOS,Smartwatch Fit,2,649.22,"R$ 0,00",entregue,2023-12-21
PED-03563,2024-11-23,CLI-1008,site,Recife,PE,Eletrônicos,Fone Bluetooth TWS,1,171.68,"R$ 29,29",entregue,2024-12-07
PED-01377,2024-06-21,CLI-1387,site,Ribeirão Preto,SP,Beleza,Secador de Cabelo 2000W,1,397.96,"R$ 0,00",em transporte,
PED-02238,2023-11-06,CLI-0197,app,São Paulo,SP,Beleza,Secador de Cabelo 2000W,1,158.5,"R$ 19,68",entregue,2023-11-16
PED-02368,2023-12-28,CLI-0424,app,Curitiba,PR,Esporte,Corda de Pular Speed,4,30.23,"R$ 19,46",em transporte,
PED-00113,2023-10-29,CLI-0607,app,Ribeirão Preto,SP,Beleza,Kit Skincare Facial,-1,-260.59,"R$ 0,00",entregue,2023-11-04
PED-03311,2024-12-03,CLI-0118,site,Fortaleza,CE,Casa & Decoração,Vaso Decorativo Cerâmica,4,123.41,"R$ 0,00",entregue,2024-12-12
PED-01993,2023-11-16,CLI-1067,app,salvador,BA,Eletrônicos,Fone Bluetooth TWS,1,337.97,"R$ 0,00",entregue,2023-11-25
PED-02609,2024-07-01,CLI-0873,site,Brasília,DF,Casa & Decoração,Vaso Decorativo Cerâmica,2,154.2,"R$ 0,00",entregue,2024-07-09
PED-00487,2024-02-12,CLI-0886,app,São Paulo,SP,Beleza,Kit Skincare Facial,1,177.95,"R$ 18,26",Devolvido,2024-02-20
PED-00877,2023-12-14,CLI-1016,site,Ribeirão Preto,SP,Beleza,Secador de Cabelo 2000W,2,155.59,"R$ 0,00",em transporte,
PED-04405,06/02/2024,CLI-0819,marketplace,Brasília,DF,Eletrônicos,Caixa de Som Portátil,1,416.33,"R$ 0,00",entregue,15/02/2024
PED-03668,2023-05-16,CLI-0580,marketplace,SÃO PAULO,SP,Moda,Tênis Casual Masculino,1,411.79,"R$ 0,00",cancelado,
PED-03786,2024-12-01,CLI-0367,site,Curitiba,PR,Beleza,Secador de Cabelo 2000W,2,249.15,"R$ 0,00",entregue,2024-12-09
PED-01158,2023-01-01,CLI-1386,site,São Paulo,SP,Casa & Decoração,Vaso Decorativo Cerâmica,1,105.23,"R$ 16,49",entregue,2023-01-07
PED-01013,2024-02-10,CLI-0650,marketplace,Porto Alegre,RS,Esporte,Tapete de Yoga 6mm,4,150.95,"R$ 0,00",entregue,2024-02-24
PED-02916,2023-06-09,CLI-0692,app,GOIÂNIA,GO,Eletrônicos,Webcam Full HD,1,317.99,"R$ 0,00",entregue,2023-06-18
PED-02511,2024-02-01,CLI-0003,app,São Paulo,SP,Casa & Decoração,Luminária de Mesa LED,2,176.09,"R$ 0,00",entregue,2024-02-14
PED-00681,2023-03-18,CLI-1199,app,Brasília,DF,Moda,Jaqueta Jeans,1,293.87,"R$ 27,29",cancelado,
PED-01832,16/12/2024,CLI-0435,app,Ribeirão Preto,SP,Beleza,Base Líquida Matte,2,148.93,"R$ 16,20",ENTREGUE,19/12/2024
PED-03520,11/09/2024,CLI-0844,app,Porto Alegre,RS,Eletrônicos,Carregador Turbo 30W,1,96.61,"R$ 29,73",entregue,22/09/2024
PED-02156,06/11/2024,CLI-1387,site,São Paulo,SP,Moda,"Mochila Notebook 15""",2,203.43,"R$ 0,00",entregue,20/11/2024
PED-04712,2023-09-06,CLI-0354,site,Sao Paulo,SP,casa & decoracao,Luminária de Mesa LED,2,120.61,"R$ 13,91",entregue,2023-09-15
PED-00510,2023-05-05,CLI-0744,site,Curitiba,PR,Eletrônicos,Smartwatch Fit,2,314.09,"R$ 0,00",Entregue,2023-05-23
PED-01750,2024-01-21,CLI-0299,marketplace,Ribeirão Preto,SP,Casa & Decoração,"Tapete Sala 1,5m",3,294.43,"R$ 0,00",entregue,2024-02-03
PED-02004,20/06/2024,CLI-0140,site,Rio de Janeiro,RJ,Beleza,Kit Skincare Facial,1,267.7,"R$ 19,71",entregue,29/06/2024
PED-02896,2023-04-08,CLI-0281,app,Rio de Janeiro,RJ,eletronicos,Webcam Full HD,-2,324.57,"R$ 0,00",entregue,2023-04-11
PED-04341,2023-05-15,CLI-0048,app,Brasília,DF,Eletrônicos,Caixa de Som Portátil,1,488.66,"R$ 0,00",entregue,2023-05-29
PED-01010,2024-01-31,CLI-1125,app,  Fortaleza ,CE,Casa & Decoração,Quadro Decorativo Abstrato,1,62.38,"R$ 30,14",entregue,2024-02-14
PED-00389,08/05/2023,CLI-0084,site,Belo Horizonte,MG,MODA,Jaqueta Jeans,2,200.99,"R$ 0,00",entregue,12/05/2023
PED-02920,01/08/2024,CLI-1139,site,São Paulo,SP,Casa & Decoração,Vaso Decorativo Cerâmica,4,94.07,"R$ 0,00",entregue,11/08/2024
PED-04735,24/11/2024,CLI-0842,site,Recife,PE,Beleza,Perfume Importado 100ml,2,277.32,"R$ 0,00",em transporte,
PED-01483,2024-05-12,CLI-0398,app,  Porto Alegre ,RS,Eletrônicos,Caixa de Som Portátil,2,474.37,"R$ 0,00",em transporte,
PED-00329,2024-06-07,CLI-0536,site,Campinas,SP,Eletrônicos,Fone Bluetooth TWS,3,366.33,"R$ 0,00",devolvido,2024-06-10
PED-00161,2023-04-28,CLI-0168,app,Campinas,SP,Eletrônicos,Smartwatch Fit,2,374.71,"R$ 0,00",devolvido,2023-05-03
PED-00983,25/08/2024,CLI-1167,app,Belo Horizonte,MG,Moda,"Mochila Notebook 15""",1,315.67,"R$ 0,00",cancelado,
PED-04101,2023-10-20,CLI-0747,app,Fortaleza,CE,moda,"Mochila Notebook 15""",2,152.82,"R$ 0,00",entregue,2023-10-31
PED-03851,2023-12-31,CLI-0787,marketplace,Fortaleza,CE,Beleza,Kit Skincare Facial,1,117.65,"R$ 34,55",entregue,2024-01-14
PED-00811,05/01/2023,CLI-0989,app,Salvador,BA,Eletrônicos,Smartwatch Fit,3,654.68,"R$ 0,00",cancelado,
PED-00939,2024-11-20,CLI-0744,site,Ribeirão Preto,SP,Moda,Tênis Casual Masculino,2,,"R$ 0,00",cancelado,
PED-00460,2024-06-10,CLI-1126,marketplace,São Paulo,SP,,Corda de Pular Speed,2,54.34,"R$ 20,01",entregue,2024-06-13
PED-00324,2024-04-01,CLI-0787,site,Rio de Janeiro,RJ,Beleza,Kit Skincare Facial,1,89.84,"R$ 20,92",entregue,2024-04-06
PED-02189,2023-09-22,CLI-0352,site,Goiânia,GO,Eletrônicos,Smartwatch Fit,1,397.79,"R$ 0,00",entregue,2023-10-05
PED-04194,2024-10-27,CLI-1168,marketplace,São Paulo,SP,Moda,Boné Aba Curva,2,101.23,"R$ 16,06",ENTREGUE,2024-11-07
PED-01127,06/03/2024,CLI-0012,site,Curitiba,PR,Eletrônicos,Caixa de Som Portátil,1,408.65,"R$ 0,00",entregue,15/03/2024
PED-00796,2023-11-19,CLI-1144,site,Sao Paulo,SP,Casa & Decoração,Quadro Decorativo Abstrato,2,101.2,"R$ 14,68",entregue,2023-12-03
PED-02526,2023-06-05,CLI-0085,app,São Paulo,SP,Moda,Camiseta Básica Algodão,1,94.98,"R$ 16,85",entregue,2023-06-11
PED-03151,2023-01-01,CLI-1012,site,São Paulo,SP,Casa & Decoração,Jogo de Toalhas 4 peças,1,89.94,"R$ 15,17",entregue,2023-01-14
PED-03538,2024-05-12,CLI-1351,app,São Paulo,SP,Moda,Tênis Casual Masculino,1,261.24,"R$ 10,23",cancelado,
PED-03086,2023-11-04,CLI-0663,marketplace,São Paulo,SP,Beleza,Perfume Importado 100ml,3,326.17,"R$ 0,00",devolvido,2023-11-17
PED-00255,2023-08-28,CLI-1376,site,Recife,PE,Moda,"Mochila Notebook 15""",2,280.04,"R$ 0,00",devolvido,2023-09-12
PED-03252,14/04/2024,CLI-0311,site,  Rio de Janeiro ,RJ,Beleza,Base Líquida Matte,3,111.87,"R$ 0,00",entregue,25/04/2024
PED-01699,2024-12-15,CLI-0352,site,CURITIBA,PR,Beleza,Secador de Cabelo 2000W,1,330.58,"R$ 0,00",em transporte,
PED-03825,2024-08-11,CLI-0817,site,Rio de Janeiro,RJ,Moda,"Mochila Notebook 15""",2,244.83,"R$ 0,00",entregue,2024-08-16
PED-01066,2024-12-21,CLI-0970,marketplace,porto alegre,RS,Casa & Decoração,"Tapete Sala 1,5m",4,287.67,"R$ 0,00",entregue,2024-12-29
PED-00042,2024-10-25,CLI-1388,marketplace,São Paulo,SP,Esporte,Corda de Pular Speed,2,63.59,"R$ 14,59",devolvido,2024-10-28
PED-03929,25/05/2023,CLI-0764,marketplace,Salvador,BA,Esporte,Camiseta Dry Fit,1,75.5,"R$ 28,58",entregue,03/06/2023
PED-02799,2024-07-11,CLI-0633,site,recife,PE,Moda,Jaqueta Jeans,2,151.76,"R$ 0,00",entregue,2024-07-22
PED-02796,04/05/2024,CLI-0350,marketplace,São Paulo,SP,Eletrônicos,Webcam Full HD,1,369.2,"R$ 0,00",entregue,11/05/2024
PED-04471,2024-11-23,CLI-1121,site,Ribeirão Preto,SP,Eletrônicos,Webcam Full HD,4,159.89,"R$ 0,00",ENTREGUE,2024-12-04
PED-03536,2024-10-01,CLI-0809,site,Porto Alegre,RS,Beleza,Secador de Cabelo 2000W,1,342.34,"R$ 0,00",entregue,2024-10-18
PED-02460,2024-03-26,CLI-1134,site,Salvador,BA,Eletrônicos,Webcam Full HD,1,376.4,"R$ 0,00",entregue,2024-04-08
PED-00892,2024-12-12,CLI-1270,site,São Paulo,SP,Moda,Jaqueta Jeans,4,208.49,"R$ 0,00",entregue,2024-12-15
PED-03713,28/12/2024,CLI-0232,site,Belo Horizonte,MG,Esporte,Halter Emborrachado 5kg,3,140.83,"R$ 0,00",cancelado,
PED-03320,2023-11-02,CLI-0896,marketplace,Recife,PE,Moda,Tênis Casual Masculino,4,,"R$ 0,00",entregue,2023-11-13
PED-03987,11/08/2023,CLI-0402,app,  Rio de Janeiro ,RJ,Moda,Camiseta Básica Algodão,2,73.87,"R$ 24,87",entregue,20/08/2023
PED-01100,2023-06-21,CLI-0082,marketplace,São Paulo,,Eletrônicos,Webcam Full HD,1,231.19,"R$ 13,07",em transporte,
PED-00720,2024-12-13,CLI-0275,app,Brasília,DF,Esporte,Tapete de Yoga 6mm,4,106.46,"R$ 0,00",em transporte,
PED-02909,2024-11-29,CLI-1381,site,BRASÍLIA,DF,Eletrônicos,Smartwatch Fit,1,862.12,"R$ 0,00",entregue,2024-12-06
PED-04150,2023-12-26,CLI-0636,marketplace,São Paulo,SP,Moda,"Mochila Notebook 15""",1,154.28,"R$ 13,63",DEVOLVIDO,2024-01-07
PED-00719,2024-06-22,CLI-0996,site,Belo Horizonte,MG,Eletrônicos,Carregador Turbo 30W,2,123.45,"R$ 19,97",entregue,2024-06-27
PED-03282,2023-02-08,CLI-1325,site,Rio de Janeiro,RJ,Casa & Decoração,Luminária de Mesa LED,2,159.39,"R$ 0,00",entregue,2023-02-19
PED-03992,2023-12-30,CLI-0569,app,Goiânia,GO,Eletrônicos,Smartwatch Fit,1,783.43,"R$ 0,00",ENTREGUE,2024-01-12
PED-03796,2024-06-22,CLI-0461,site,Recife,PE,Eletrônicos,Caixa de Som Portátil,1,540.42,"R$ 0,00",entregue,2024-07-05
PED-01864,25/03/2024,CLI-0427,marketplace,Salvador,BA,Eletrônicos,Carregador Turbo 30W,1,107.74,"R$ 31,69",cancelado,
PED-02508,2024-12-05,CLI-0512,app,São Paulo,SP,Moda,Boné Aba Curva,3,86.65,"R$ 17,98",entregue,2024-12-16
PED-04595,03/08/2023,CLI-1031,marketplace,São Paulo,SP,Moda,Boné Aba Curva,1,69.94,"R$ 10,78",cancelado,
PED-04979,2024-10-12,CLI-1169,site,goiânia,GO,CASA & DECORAÇÃO,Quadro Decorativo Abstrato,2,130.34,"R$ 26,49",entregue,2024-10-25
PED-04797,2023-07-11,CLI-1146,app,São Paulo,SP,Moda,Boné Aba Curva,2,69.4,"R$ 8,80",entregue,2023-07-15
PED-01183,2023-04-06,CLI-0690,marketplace,Rio de Janeiro,RJ,BELEZA,Kit Skincare Facial,1,265.37,"R$ 27,07",devolvido,2023-04-20
PED-03164,2024-08-05,CLI-0965,app,rio de janeiro,RJ,Eletrônicos,Webcam Full HD,1,168.67,"R$ 17,00",entregue,2024-08-11
PED-01350,08/05/2023,CLI-1239,app,São Paulo,SP,Moda,Tênis Casual Masculino,1,261.61,"R$ 17,61",entregue,22/05/2023
PED-01366,2024-03-22,CLI-0346,site,Campinas,SP,Moda,Jaqueta Jeans,2,203.8,"R$ 0,00",Entregue,2024-03-26
PED-02590,2023-12-19,CLI-0754,site,São Paulo,SP,Esporte,Tapete de Yoga 6mm,1,190.34,"R$ 14,22",em transporte,
PED-04838,2023-01-13,CLI-0380,site,Salvador,BA,Casa & Decoração,"Tapete Sala 1,5m",2,381.15,"R$ 0,00",entregue,2023-01-27
PED-03983,2024-05-05,CLI-0004,site,Curitiba,PR,Moda,"Mochila Notebook 15""",1,128.96,"R$ 25,72",entregue,2024-05-23
PED-04265,2024-07-15,CLI-0669,site,Salvador,BA,Beleza,Base Líquida Matte,1,97.21,"R$ 28,75",entregue,2024-08-02
PED-01411,2024-10-23,CLI-1181,site,Sao Paulo,SP,Beleza,Base Líquida Matte,2,123.97,"R$ 9,70",cancelado,
PED-03883,2024-08-04,CLI-0524,site,Rio de Janeiro,RJ,Eletrônicos,Caixa de Som Portátil,1,242.42,"R$ 19,00",entregue,2024-08-11
PED-04998,2024-02-09,CLI-0039,app,belo horizonte,MG,Beleza,Perfume Importado 100ml,4,209.44,"R$ 0,00",entregue,2024-02-22
PED-03181,05/12/2024,CLI-1337,site,Campinas,SP,Beleza,Perfume Importado 100ml,2,493.88,"R$ 0,00",entregue,13/12/2024
PED-01546,2023-12-13,CLI-1217,marketplace,Goiania,GO,Esporte,Tapete de Yoga 6mm,2,122.74,"R$ 26,74",entregue,2023-12-23
PED-04220,2024-07-14,CLI-0048,app,São Paulo,SP,Casa & Decoração,Quadro Decorativo Abstrato,1,125.47,"R$ 12,70",entregue,2024-07-26
PED-01562,2024-05-25,CLI-0793,app,Belo Horizonte,MG,Moda,Tênis Casual Masculino,2,400.43,"R$ 0,00",entregue,2024-05-28
PED-04887,2023-04-29,CLI-0165,marketplace,Salvador,BA,,Quadro Decorativo Abstrato,1,134.42,"R$ 36,32",entregue,2023-05-15
PED-04352,2023-03-19,CLI-1225,marketplace,Fortaleza,CE,Esporte,Corda de Pular Speed,1,81.54,"R$ 34,59",entregue,2023-03-27
PED-04077,2024-06-19,CLI-1262,app,são paulo,SP,Esporte,Tapete de Yoga 6mm,-1,171.73,"R$ 19,57",cancelado,
PED-03897,02/11/2023,CLI-0530,site,Fortaleza,CE,Moda,Jaqueta Jeans,1,331.49,"R$ 0,00",entregue,20/11/2023
PED-00176,2023-02-22,CLI-0577,site,fortaleza,CE,Esporte,Tapete de Yoga 6mm,1,91.9,"R$ 28,86",devolvido,2023-03-10
PED-02617,2023-07-20,CLI-0273,site,Belo Horizonte,MG,Moda,Boné Aba Curva,2,45.17,"R$ 17,34",Entregue,2023-07-27
PED-00496,2024-04-11,CLI-0806,site,Belo Horizonte,MG,BELEZA,Kit Skincare Facial,2,148.29,"R$ 19,00",entregue,2024-04-25
PED-02643,2024-04-30,CLI-0909,app,Goiânia,GO,Eletrônicos,Caixa de Som Portátil,2,247.7,"R$ 0,00",ENTREGUE,2024-05-09
PED-04995,14/05/2024,CLI-0357,app,São Paulo,SP,Moda,Camiseta Básica Algodão,1,68.16,"R$ 12,93",entregue,25/05/2024
PED-04817,28/08/2023,CLI-0094,app,Campinas,SP,Moda,Camiseta Básica Algodão,2,92.76,"R$ 15,34",devolvido,08/09/2023
PED-00319,2023-10-22,CLI-1166,app,PORTO ALEGRE,RS,Beleza,Perfume Importado 100ml,1,451.64,"R$ 0,00",entregue,2023-11-06
PED-04878,2024-07-11,CLI-0466,site,Brasília,DF,Esporte,Camiseta Dry Fit,3,126.14,"R$ 0,00",entregue,2024-07-20
PED-00993,2024-09-30,CLI-1245,marketplace,Curitiba,PR,Beleza,Perfume Importado 100ml,1,580.68,"R$ 0,00",Entregue,2024-10-17
PED-04017,2023-09-10,CLI-0346,site,,SP,Eletrônicos,Caixa de Som Portátil,4,240.65,"R$ 0,00",entregue,2023-09-16
PED-03146,2024-06-12,CLI-0874,app,Brasília,DF,Beleza,Secador de Cabelo 2000W,1,338.26,"R$ 0,00",em transporte,
PED-00009,2023-05-16,CLI-0635,marketplace,Fortaleza,CE,Beleza,Perfume Importado 100ml,2,378.55,"R$ 0,00",entregue,2023-05-23
PED-00072,2023-12-22,CLI-0413,app,Campinas,SP,Eletrônicos,Webcam Full HD,4,384.04,"R$ 0,00",entregue,2024-01-02
PED-02694,2024-12-26,CLI-1330,site,Fortaleza,CE,casa & decoracao,Quadro Decorativo Abstrato,3,129.92,"R$ 0,00",entregue,2025-01-05
PED-00638,04/08/2024,CLI-1057,site,Porto Alegre,RS,Moda,"Mochila Notebook 15""",1,141.65,"R$ 21,65",entregue,11/08/2024
PED-04867,2023-10-18,CLI-0164,site,CAMPINAS,SP,Beleza,Perfume Importado 100ml,2,532.21,"R$ 0,00",entregue,2023-10-21
PED-04796,05/07/2023,CLI-0888,marketplace,Belo Horizonte,MG,Eletrônicos,Carregador Turbo 30W,4,83.76,"R$ 0,00",EM TRANSPORTE,
PED-01632,2024-11-07,CLI-1387,site,  Ribeirão Preto ,SP,Casa & Decoração,"Tapete Sala 1,5m",3,384.36,"R$ 0,00",em transporte,
